character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
victorious,Latverian Loyalist,Cosmic Gladiator,High,Low,"[""3★: Applies to: Universal Allies"",""3★: • Ignores target's Dodge Rate by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Universal Allies"",""4★: • Ignores target's Dodge Rate by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Universal Allies"",""5★: • Ignores target's Dodge Rate by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Universal Allies"",""6★: • Ignores target's Dodge Rate by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.1.5b,https://thanosvibs.money/images/artifacts/artifact_victorious.png,/mff-assets/artifacts/artifactvictorious.webp,https://thanosvibs.money/api/artifacts
vision,Humane Android,Ultimate Artificial Lifeform,Low,High,"[""3★: Activation Rate: when HP is below 25%"",""3★: Applies to: Allies with Machine Ability"",""3★: • Recovers HP by 40%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: Cooldown Time 300 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Allies with Machine Ability"",""4★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: Cooldown Time 300 seconds"",""5★: Activation Rate: when HP is below 35%"",""5★: Applies to: Allies with Machine Ability"",""5★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: Cooldown Time 300 seconds"",""6★: Activation Rate: when HP is below 40%"",""6★: Applies to: Allies with Machine Ability"",""6★: • Recovers HP by 70%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: Cooldown Time 300 seconds""]",,Update 11.6,https://thanosvibs.money/images/artifacts/artifact_vision.png,/mff-assets/artifacts/artifactvision.webp,https://thanosvibs.money/api/artifacts
volstagg,Appetite for Destruction,Appetite for Battle,High,High,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.0,https://thanosvibs.money/images/artifacts/artifact_volstagg.png,/mff-assets/artifacts/artifactvolstagg.webp,https://thanosvibs.money/api/artifacts
vulture,Ruthless Hunter,Talons of Terror,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 14%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 7%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 16%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 9%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 12%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.9.5b,https://thanosvibs.money/images/artifacts/artifact_vulture.png,/mff-assets/artifacts/artifactvulture.webp,https://thanosvibs.money/api/artifacts
warmachine,Allegiance to Country,Fire Suppression,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",10.3 Collector's Vault (Personal Vault) [4★],Update 10.3,https://thanosvibs.money/images/artifacts/artifact_warmachine.png,/mff-assets/artifacts/artifactwarmachine.webp,https://thanosvibs.money/api/artifacts
wartiger,Will of the Earth,Echo of the Earth,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",8.7 Collector's Vault (Personal Vault) [4★],Update 8.7,https://thanosvibs.money/images/artifacts/artifact_wartiger.png,/mff-assets/artifacts/artifactwartiger.webp,https://thanosvibs.money/api/artifacts
warpath,Ancestral Rage,Razor Sharp,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",9.3 Collector's Vault (Personal Vault) [4★],Update 9.3,https://thanosvibs.money/images/artifacts/artifact_warpath.png,/mff-assets/artifacts/artifactwarpath.webp,https://thanosvibs.money/api/artifacts
warwolf,Werewolf,Hungry Wolf,High,Low,"[""3★: Applies to: Super Hero Allies"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Super Hero Allies"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Super Hero Allies"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Super Hero Allies"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.3,https://thanosvibs.money/images/artifacts/artifact_warwolf.png,/mff-assets/artifacts/artifactwarwolf.webp,https://thanosvibs.money/api/artifacts
wasp,Rapid Wings,Quick Judgement,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",Legendary Battle Extreme (Ant-Man and the Wasp: Quantumania) [4★],Update 8.8,https://thanosvibs.money/images/artifacts/artifact_wasp.png,/mff-assets/artifacts/artifactwasp.webp,https://thanosvibs.money/api/artifacts
waspnadiavandyne,Red Room Wings,Wasp's Will,Medium,Medium,"[""3★: Activation Rate: when skill (regular attacks excluded) is used"",""3★: Applies to: All Allies"",""3★: • Recovers HP by 5%, and an additional 0.2% of total Instinct. (Up to 200%) (1 sec.)"",""3★: Cooldown Time 10 seconds"",""4★: Activation Rate: when skill (regular attacks excluded) is used"",""4★: Applies to: All Allies"",""4★: • Recovers HP by 6.5%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: Cooldown Time 10 seconds"",""5★: Activation Rate: when skill (regular attacks excluded) is used"",""5★: Applies to: All Allies"",""5★: • Recovers HP by 8%, and an additional 0.4% of total Instinct. (Up to 200%) (1 sec.)"",""5★: Cooldown Time 10 seconds"",""6★: Activation Rate: when skill (regular attacks excluded) is used"",""6★: Applies to: All Allies"",""6★: • Recovers HP by 10%, and an additional 0.5% of total Instinct. (Up to 200%) (1 sec.)"",""6★: Cooldown Time 10 seconds""]",,Update 8.1,https://thanosvibs.money/images/artifacts/artifact_nadiavandyne.png,/mff-assets/artifacts/artifactnadiavandyne.webp,https://thanosvibs.money/api/artifacts
wave,Rippling Waters,Rage of the Sea,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]","Dimension Rift Clear Reward (Round 6, Legendary / Mythic) [3★] | Dimension Rift Clear Reward (Round 6, Mythic) [4★] | Dimension Rift Progress Reward (Round 6, Legendary / Mythic) [3★] | Dimension Rift Progress Reward (Round 6, Mythic) [4★] | Dimension Rift Daily Progress Completion Reward [3★]",Update 7.5,https://thanosvibs.money/images/artifacts/artifact_wave.png,/mff-assets/artifacts/artifactwave.webp,https://thanosvibs.money/api/artifacts
weaponhex,Claws of Chaos,Chaos Hunter,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",10.4 Collector's Vault (General Vault) [6★],Update 8.7.5,https://thanosvibs.money/images/artifacts/artifact_weaponhex.png,/mff-assets/artifacts/artifactweaponhex.webp,https://thanosvibs.money/api/artifacts
wenwu,King of Warriors,Ten Rings Master,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.6,https://thanosvibs.money/images/artifacts/artifact_wenwu.png,/mff-assets/artifacts/artifactwenwu.webp,https://thanosvibs.money/api/artifacts
whiplash,Whip of Vengeance,Whiplash Armor,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 8%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 12%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 16%, and an additional 0.3% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 20%, and an additional 0.4% of total Instinct. (Up to 200%)""]",,Update 12.1,https://thanosvibs.money/images/artifacts/artifact_whiplash.png,/mff-assets/artifacts/artifactwhiplash.webp,https://thanosvibs.money/api/artifacts
