id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:mephisto:tier-2-passive:stage:102447101:1:effect:1024471011:0,appearance-ability:mephisto:tier-2-passive,102447101,2,1,1024471011,47,Counter Reflect,Decreases damage received from reflected effects by 70%.Effect: Reflect All Attacks,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>70%</b>.Effect: <b>Reflect All Attacks</b>""}"
appearance-ability:mephisto:tier-2-passive:stage:102447101:1:effect:1024471012:1,appearance-ability:mephisto:tier-2-passive,102447101,2,2,1024471012,314,Decreases all basic damage,Decreases basic damage received by 40%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>40%</b>.""}"
appearance-ability:mephisto1:leader-skill:stage:102449006:0:effect:1024490061:0,appearance-ability:mephisto1:leader-skill,102449006,1,1,1024490061,265,FLAME DAMAGE ↑,Increases Flame Damage by 30%.,,,false,"{""rawDescription"":""Increases Flame Damage by <b>30%</b>.""}"
appearance-ability:mephisto1:leader-skill:stage:102449006:0:effect:1024490062:1,appearance-ability:mephisto1:leader-skill,102449006,1,2,1024490062,3253,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:mephisto1:passive:stage:102440401:0:effect:1024404011:0,appearance-ability:mephisto1:passive,102440401,1,1,1024404011,253,REVIVE,Revive with 90% of Max HP,,,false,"{""rawDescription"":""Revive with <b>90%</b> of Max HP""}"
appearance-ability:mephisto1:tier-2-passive:stage:102449301:0:effect:1024493011:0,appearance-ability:mephisto1:tier-2-passive,102449301,1,1,1024493011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:mephisto1:tier-2-passive:stage:102449301:0:effect:1024493012:1,appearance-ability:mephisto1:tier-2-passive,102449301,1,2,1024493012,393,Demonize,Increases basic damage dealt to Hero faction by 30%. Effect cannot be removed.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>30%</b>. Effect cannot be removed.""}"
appearance-ability:mephisto1:tier-2-passive:stage:102449301:0:effect:1024493013:2,appearance-ability:mephisto1:tier-2-passive,102449301,1,3,1024493013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:mephisto1:tier-2-passive:stage:102449401:1:effect:1024494011:0,appearance-ability:mephisto1:tier-2-passive,102449401,2,1,1024494011,47,Counter Reflect,Decreases damage received from reflected effects by 70%.Effect: Reflect All Attacks,,,false,"{""rawDescription"":""Decreases damage received from reflected effects by <b>70%</b>.Effect: <b>Reflect All Attacks</b>""}"
appearance-ability:mephisto1:tier-2-passive:stage:102449401:1:effect:1024494012:1,appearance-ability:mephisto1:tier-2-passive,102449401,2,2,1024494012,314,Decreases all basic damage,Decreases basic damage received by 40%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>40%</b>.""}"
appearance-ability:mephisto1:uniform-passive:stage:102449201:0:effect:1024492011:0,appearance-ability:mephisto1:uniform-passive,102449201,1,1,1024492011,124,ADDITIONAL PIERCE DAMAGE INCREASE,Increases Additional Pierce Damage by 5%,,,false,"{""rawDescription"":""Increases Additional Pierce Damage by <b>5%</b>""}"
appearance-ability:mephisto1:uniform-passive:stage:102449201:0:effect:1024492012:1,appearance-ability:mephisto1:uniform-passive,102449201,1,2,1024492012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 25% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>25%</b> when attacking.""}"
appearance-ability:mephisto1:uniform-passive:stage:102449201:0:effect:1024492013:2,appearance-ability:mephisto1:uniform-passive,102449201,1,3,1024492013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 50%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:spectrum:leader-skill:stage:102472006:0:effect:1024720061:0,appearance-ability:spectrum:leader-skill,102472006,1,1,1024720061,26,ENERGY ATTACK ↑,36% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>36%</b> increase of Energy Attack.""}"
appearance-ability:spectrum:leader-skill:stage:102472006:0:effect:1024720062:1,appearance-ability:spectrum:leader-skill,102472006,1,2,1024720062,112,IGNORE DODGE,Ignores target's Dodge Rate by 36%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>36%</b>.""}"
appearance-ability:spectrum:passive:stage:102470401:0:effect:1024704011:0,appearance-ability:spectrum:passive,102470401,1,1,1024704011,403,Dodges certain attacks.,100% chance to dodge 1 attacks.,5,,false,"{""rawDescription"":""<b>100%</b> chance to dodge <b>1</b> attacks.""}"
appearance-ability:spectrum:passive:stage:102470401:0:effect:1024704012:1,appearance-ability:spectrum:passive,102470401,1,2,1024704012,263,Increases all basic stats,"Increases all Basic Attacks by 20%, all Basic Defenses by 20%, and all Speeds by 1%.",5,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>20%</b>, all Basic Defenses by <b>20%</b>, and all Speeds by <b>1%</b>.""}"
appearance-ability:spectrum:tier-2-passive:stage:102477001:0:effect:1024770011:0,appearance-ability:spectrum:tier-2-passive,102477001,1,1,1024770011,298,ENERGY DAMAGE ↓,Decreases Energy Damage Received by 60%.,,,false,"{""rawDescription"":""Decreases Energy Damage Received by <b>60%</b>.""}"
appearance-ability:spectrum:tier-2-passive:stage:102477001:0:effect:1024770012:1,appearance-ability:spectrum:tier-2-passive,102477001,1,2,1024770012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 35%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>35%</b>.""}"
appearance-ability:spectrum:tier-2-passive:stage:102477001:0:effect:1024770013:2,appearance-ability:spectrum:tier-2-passive,102477001,1,3,1024770013,336,DOUBLE CRITICAL,100% chance to increase Critical Damage by 50% on Critical Attacks.,,,false,"{""rawDescription"":""<b>100%</b> chance to increase Critical Damage by <b>50%</b> on Critical Attacks.""}"
appearance-ability:spectrum1:leader-skill:stage:102472006:0:effect:1024720061:0,appearance-ability:spectrum1:leader-skill,102472006,1,1,1024720061,26,ENERGY ATTACK ↑,36% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>36%</b> increase of Energy Attack.""}"
appearance-ability:spectrum1:leader-skill:stage:102472006:0:effect:1024720062:1,appearance-ability:spectrum1:leader-skill,102472006,1,2,1024720062,112,IGNORE DODGE,Ignores target's Dodge Rate by 36%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>36%</b>.""}"
appearance-ability:spectrum1:passive:stage:102474301:0:effect:1024743011:0,appearance-ability:spectrum1:passive,102474301,1,1,1024743011,263,Increases all basic stats,"Increases all Basic Attacks by 30%, all Basic Defenses by 30%, and all Speeds by 1%.",,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>30%</b>, all Basic Defenses by <b>30%</b>, and all Speeds by <b>1%</b>.""}"
appearance-ability:spectrum1:passive:stage:102474301:0:effect:1024743012:1,appearance-ability:spectrum1:passive,102474301,1,2,1024743012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:spectrum1:passive:stage:102474401:1:effect:1024744011:0,appearance-ability:spectrum1:passive,102474401,2,1,1024744011,403,Dodges certain attacks.,100% chance to dodge 1 attacks.,5,,false,"{""rawDescription"":""<b>100%</b> chance to dodge <b>1</b> attacks.""}"
appearance-ability:spectrum1:tier-2-passive:stage:102474601:0:effect:1024746011:0,appearance-ability:spectrum1:tier-2-passive,102474601,1,1,1024746011,298,ENERGY DAMAGE ↓,Decreases Energy Damage Received by 60%.,,,false,"{""rawDescription"":""Decreases Energy Damage Received by <b>60%</b>.""}"
appearance-ability:spectrum1:tier-2-passive:stage:102474601:0:effect:1024746012:1,appearance-ability:spectrum1:tier-2-passive,102474601,1,2,1024746012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 35%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>35%</b>.""}"
appearance-ability:spectrum1:tier-2-passive:stage:102474601:0:effect:1024746013:2,appearance-ability:spectrum1:tier-2-passive,102474601,1,3,1024746013,336,DOUBLE CRITICAL,100% chance to increase Critical Damage by 50% on Critical Attacks.,,,false,"{""rawDescription"":""<b>100%</b> chance to increase Critical Damage by <b>50%</b> on Critical Attacks.""}"
appearance-ability:spectrum1:uniform-passive:stage:102474501:0:effect:1024745011:0,appearance-ability:spectrum1:uniform-passive,102474501,1,1,1024745011,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:spectrum1:uniform-passive:stage:102474501:0:effect:1024745012:1,appearance-ability:spectrum1:uniform-passive,102474501,1,2,1024745012,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:wenwu:leader-skill:stage:102482006:0:effect:1024820061:0,appearance-ability:wenwu:leader-skill,102482006,1,1,1024820061,206,Removes all Debuffs.,Removes all Debuffs.,10,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:wenwu:leader-skill:stage:102482006:0:effect:1024820062:1,appearance-ability:wenwu:leader-skill,102482006,1,2,1024820062,18,HP RECOVERY,Recovers 10% of HP.,5,1,false,"{""rawDescription"":""Recovers <b>10%</b> of HP.""}"
appearance-ability:wenwu:passive:stage:102480401:0:effect:1024804011:0,appearance-ability:wenwu:passive,102480401,1,1,1024804011,11,MAX HP ↑,25% increase of HP.,,,false,"{""rawDescription"":""<b>25%</b> increase of HP.""}"
appearance-ability:wenwu:tier-2-passive:stage:102487001:0:effect:1024870011:0,appearance-ability:wenwu:tier-2-passive,102487001,1,1,1024870011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 5%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>5%</b>.""}"
appearance-ability:wenwu:tier-2-passive:stage:102487001:0:effect:1024870012:1,appearance-ability:wenwu:tier-2-passive,102487001,1,2,1024870012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 30%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>30%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:wenwu1:leader-skill:stage:102482006:0:effect:1024820061:0,appearance-ability:wenwu1:leader-skill,102482006,1,1,1024820061,206,Removes all Debuffs.,Removes all Debuffs.,10,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:wenwu1:leader-skill:stage:102482006:0:effect:1024820062:1,appearance-ability:wenwu1:leader-skill,102482006,1,2,1024820062,18,HP RECOVERY,Recovers 10% of HP.,5,1,false,"{""rawDescription"":""Recovers <b>10%</b> of HP.""}"
appearance-ability:wenwu1:passive:stage:102484301:0:effect:1024843011:0,appearance-ability:wenwu1:passive,102484301,1,1,1024843011,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:wenwu1:tier-2-passive:stage:102484501:0:effect:1024845011:0,appearance-ability:wenwu1:tier-2-passive,102484501,1,1,1024845011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:wenwu1:tier-2-passive:stage:102484501:0:effect:1024845012:1,appearance-ability:wenwu1:tier-2-passive,102484501,1,2,1024845012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 25%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>25%</b>.""}"
appearance-ability:wenwu1:uniform-passive:stage:102484401:0:effect:1024844011:0,appearance-ability:wenwu1:uniform-passive,102484401,1,1,1024844011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:wenwu1:uniform-passive:stage:102484401:0:effect:1024844012:1,appearance-ability:wenwu1:uniform-passive,102484401,1,2,1024844012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 5% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>5%</b> when attacking.""}"
appearance-ability:katy:leader-skill:stage:102492006:0:effect:1024920061:0,appearance-ability:katy:leader-skill,102492006,1,1,1024920061,6,CRITICAL RATE ↑,Critical Rate increases by 18%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>18%</b>.""}"
appearance-ability:katy:leader-skill:stage:102492006:0:effect:1024920062:1,appearance-ability:katy:leader-skill,102492006,1,2,1024920062,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 60%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>60%</b>""}"
appearance-ability:katy:passive:stage:102490401:0:effect:1024904011:0,appearance-ability:katy:passive,102490401,1,1,1024904011,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
appearance-ability:katy:passive:stage:102490401:0:effect:1024904012:1,appearance-ability:katy:passive,102490401,1,2,1024904012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 30%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>30%</b>.""}"
appearance-ability:katy:tier-2-passive:stage:102497001:0:effect:1024970011:0,appearance-ability:katy:tier-2-passive,102497001,1,1,1024970011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:katy:tier-2-passive:stage:102497001:0:effect:1024970012:1,appearance-ability:katy:tier-2-passive,102497001,1,2,1024970012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 30%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>30%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:katy:tier-2-passive:stage:102497001:0:effect:1024970013:2,appearance-ability:katy:tier-2-passive,102497001,1,3,1024970013,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 20%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>20%</b>""}"
appearance-ability:makkari:leader-skill:stage:102502006:0:effect:1025020061:0,appearance-ability:makkari:leader-skill,102502006,1,1,1025020061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:makkari:passive:stage:102500401:0:effect:1025004011:0,appearance-ability:makkari:passive,102500401,1,1,1025004011,103,IGNORE DEFENSE,30% Ignore Defense,,,false,"{""rawDescription"":""<b>30%</b> Ignore Defense""}"
appearance-ability:makkari:passive:stage:102500401:0:effect:1025004012:1,appearance-ability:makkari:passive,102500401,1,2,1025004012,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
appearance-ability:makkari:tier-2-passive:stage:102507001:0:effect:1025070011:0,appearance-ability:makkari:tier-2-passive,102507001,1,1,1025070011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:makkari:tier-2-passive:stage:102507001:0:effect:1025070012:1,appearance-ability:makkari:tier-2-passive,102507001,1,2,1025070012,120,PIERCE,"50% chance to penetrate with Invincible, All Damage Immune, Barrier, Super Armor effect.",,,false,"{""rawDescription"":""<b>50%</b> chance to penetrate with <b>Invincible, All Damage Immune, Barrier, Super Armor</b> effect.""}"
appearance-ability:makkari:tier-2-passive:stage:102507001:0:effect:1025070013:2,appearance-ability:makkari:tier-2-passive,102507001,1,3,1025070013,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:makkari1:leader-skill:stage:102502006:0:effect:1025020061:0,appearance-ability:makkari1:leader-skill,102502006,1,1,1025020061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:makkari1:passive:stage:102500401:0:effect:1025004011:0,appearance-ability:makkari1:passive,102500401,1,1,1025004011,103,IGNORE DEFENSE,30% Ignore Defense,,,false,"{""rawDescription"":""<b>30%</b> Ignore Defense""}"
appearance-ability:makkari1:passive:stage:102500401:0:effect:1025004012:1,appearance-ability:makkari1:passive,102500401,1,2,1025004012,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
