id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:rocketraccoon2:leader-skill,rocketraccoon2,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon2/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy 2"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon2:passive,rocketraccoon2,passive,Passive,100051601,Reload,1,,25 % rate when Boom! skill is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon2/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy 2"",""baseCharacter"":false,""sourceSkillId"":""100051601""}"
appearance-ability:rocketraccoon2:tier-2-passive,rocketraccoon2,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon2/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy 2"",""baseCharacter"":false,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon2:uniform-passive,rocketraccoon2,uniform_effect,Uniform Passive,100055101,Guardians of the Galaxy 2,15,,20 % chance when attacking,rocketraccoon2,3,https://thanosvibs.money/api/characters/rocketraccoon2/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy 2"",""baseCharacter"":false,""sourceSkillId"":""100055101""}"
appearance-ability:rocketraccoon3:leader-skill,rocketraccoon3,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon3/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon3:passive,rocketraccoon3,passive,Passive,100053401,Reload,1,,when skill Boom! is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon3/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100053401""}"
appearance-ability:rocketraccoon3:tier-2-passive,rocketraccoon3,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon3/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon3:uniform-passive,rocketraccoon3,uniform_effect,Uniform Passive,100055201,Marvel Studios' Avengers: Infinity War,0,,,rocketraccoon3,3,https://thanosvibs.money/api/characters/rocketraccoon3/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100055201""}"
appearance-ability:rocketraccoon4:leader-skill,rocketraccoon4,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon4/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon4:passive,rocketraccoon4,passive,Passive,100053401,Reload,1,,when skill Boom! is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon4/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":false,""sourceSkillId"":""100053401""}"
appearance-ability:rocketraccoon4:tier-2-passive,rocketraccoon4,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon4/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":false,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon4:uniform-passive,rocketraccoon4,uniform_effect,Uniform Passive,100055301,Marvel Studios' Avengers: Endgame,0,,,rocketraccoon4,3,https://thanosvibs.money/api/characters/rocketraccoon4/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":false,""sourceSkillId"":""100055301""}"
appearance-ability:rocketraccoon5:leader-skill,rocketraccoon5,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon5/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Team Suit"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon5:passive,rocketraccoon5,passive,Passive,100053401,Reload,1,,when skill Boom! is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon5/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Team Suit"",""baseCharacter"":false,""sourceSkillId"":""100053401""}"
appearance-ability:rocketraccoon5:tier-2-passive,rocketraccoon5,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon5/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Team Suit"",""baseCharacter"":false,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon5:uniform-passive,rocketraccoon5,uniform_effect,Uniform Passive,100055301,Team Suit,0,,,rocketraccoon5,3,https://thanosvibs.money/api/characters/rocketraccoon5/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Team Suit"",""baseCharacter"":false,""sourceSkillId"":""100055301""}"
appearance-ability:rocketraccoon6:leader-skill,rocketraccoon6,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon6/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Guardians of the Galaxy 3"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon6:passive,rocketraccoon6,passive,Passive,100056701,Halfworld Hero,0,Guardians of the Galaxy Allies,,icon_raccoon_skill27,1,https://thanosvibs.money/api/characters/rocketraccoon6/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Guardians of the Galaxy 3"",""baseCharacter"":false,""sourceSkillId"":""100056701""}"
appearance-ability:rocketraccoon6:tier-2-passive,rocketraccoon6,passive,Tier-2 Passive,100056901,Weapons Specialist,0,,,icon_raccoon_skill28,2,https://thanosvibs.money/api/characters/rocketraccoon6/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Guardians of the Galaxy 3"",""baseCharacter"":false,""sourceSkillId"":""100056901""}"
appearance-ability:rocketraccoon6:uniform-passive,rocketraccoon6,uniform_effect,Uniform Passive,100056801,Marvel Studios' Guardians of the Galaxy 3,0,,,rocketraccoon6,3,https://thanosvibs.money/api/characters/rocketraccoon6/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Marvel Studios' Guardians of the Galaxy 3"",""baseCharacter"":false,""sourceSkillId"":""100056801""}"
appearance-ability:ronan:leader-skill,ronan,leader,Leader Skill,100482006,The Accuser,0,Universal Type Allies,,icon_ronan_skill06,0,https://thanosvibs.money/api/characters/ronan/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100482006""}"
appearance-ability:ronan:passive,ronan,passive,Passive,100480401,Hostile Adaptation,40,,5 % rate when hit,icon_ronan_skill04,1,https://thanosvibs.money/api/characters/ronan/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100480401""}"
appearance-ability:ronan:tier-2-passive,ronan,passive,Tier-2 Passive,100480801,Kree Justice,0,All Allies,,icon_ronan_skill08,2,https://thanosvibs.money/api/characters/ronan/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100480801""}"
appearance-ability:ronan1:leader-skill,ronan1,leader,Leader Skill,100482006,The Accuser,0,Universal Type Allies,,icon_ronan_skill06,0,https://thanosvibs.money/api/characters/ronan1/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilation"",""baseCharacter"":false,""sourceSkillId"":""100482006""}"
appearance-ability:ronan1:passive,ronan1,passive,Passive,100480401,Hostile Adaptation,40,,5 % rate when hit,icon_ronan_skill04,1,https://thanosvibs.money/api/characters/ronan1/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilation"",""baseCharacter"":false,""sourceSkillId"":""100480401""}"
appearance-ability:ronan1:tier-2-passive,ronan1,passive,Tier-2 Passive,100480801,Kree Justice,0,All Allies,,icon_ronan_skill08,2,https://thanosvibs.money/api/characters/ronan1/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilation"",""baseCharacter"":false,""sourceSkillId"":""100480801""}"
appearance-ability:ronan1:uniform-passive,ronan1,uniform_effect,Uniform Passive,100485001,Annihilation,0,,,ronan1,3,https://thanosvibs.money/api/characters/ronan1/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilation"",""baseCharacter"":false,""sourceSkillId"":""100485001""}"
appearance-ability:ronan2:leader-skill,ronan2,leader,Leader Skill,100482106,The Accuser,0,Universal Type Allies,,icon_ronan_skill06,0,https://thanosvibs.money/api/characters/ronan2/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Marvel Studios' Captain Marvel"",""baseCharacter"":false,""sourceSkillId"":""100482106""}"
appearance-ability:ronan2:passive,ronan2,passive,Passive,100483601,Hostile Adaptation,0,,,icon_ronan_skill04,1,https://thanosvibs.money/api/characters/ronan2/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Marvel Studios' Captain Marvel"",""baseCharacter"":false,""sourceSkillId"":""100483601""}"
appearance-ability:ronan2:tier-2-passive,ronan2,passive,Tier-2 Passive,100487001,Kree Justice,10,"All Allies for the first effect, Self for the second effect",by default and reactivates 10 sec. after removed,icon_ronan_skill08,2,https://thanosvibs.money/api/characters/ronan2/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Marvel Studios' Captain Marvel"",""baseCharacter"":false,""sourceSkillId"":""100487001""}"
appearance-ability:ronan2:uniform-passive,ronan2,uniform_effect,Uniform Passive,100485101,Marvel Studios' Captain Marvel,0,,,ronan2,3,https://thanosvibs.money/api/characters/ronan2/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Marvel Studios' Captain Marvel"",""baseCharacter"":false,""sourceSkillId"":""100485101""}"
appearance-ability:ronan3:leader-skill,ronan3,leader,Leader Skill,100482106,The Accuser,0,Universal Type Allies,,icon_ronan_skill06,0,https://thanosvibs.money/api/characters/ronan3/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilators"",""baseCharacter"":false,""sourceSkillId"":""100482106""}"
appearance-ability:ronan3:passive,ronan3,passive,Passive,100486001,Hostile Adaptation,0,,,icon_ronan_skill04,1,https://thanosvibs.money/api/characters/ronan3/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilators"",""baseCharacter"":false,""sourceSkillId"":""100486001""}"
appearance-ability:ronan3:tier-2-passive,ronan3,passive,Tier-2 Passive,100485901,Accuser's Authority,10,,by default and reactivates 10 sec. after removed,icon_ronan_skill21,2,https://thanosvibs.money/api/characters/ronan3/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilators"",""baseCharacter"":false,""sourceSkillId"":""100485901""}"
appearance-ability:ronan3:uniform-passive,ronan3,uniform_effect,Uniform Passive,100486101,Annihilators,0,Universal Type Allies,,ronan3,3,https://thanosvibs.money/api/characters/ronan3/skills,"{""character"":""Ronan"",""characterId"":""ronan"",""uniform"":""Annihilators"",""baseCharacter"":false,""sourceSkillId"":""100486101""}"
appearance-ability:sabretooth:leader-skill,sabretooth,leader,Leader Skill,101902006,Familiar Pain,0,All Allies,,icon_sabertooth_skill20,0,https://thanosvibs.money/api/characters/sabretooth/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101902006""}"
appearance-ability:sabretooth:passive,sabretooth,passive,Passive,101900401,Healing Factor,1,Self,when HP is below 99 % | 50 % chance when attacking,icon_sabertooth_skill04,1,https://thanosvibs.money/api/characters/sabretooth/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101900401""}"
appearance-ability:sabretooth:tier-2-passive,sabretooth,passive,Tier-2 Passive,101907001,Claw Cut,0,,,icon_sabertooth_skill70,2,https://thanosvibs.money/api/characters/sabretooth/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101907001""}"
appearance-ability:sabretooth1:leader-skill,sabretooth1,leader,Leader Skill,101902006,Familiar Pain,0,All Allies,,icon_sabertooth_skill20,0,https://thanosvibs.money/api/characters/sabretooth1/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Uncanny Avengers"",""baseCharacter"":false,""sourceSkillId"":""101902006""}"
appearance-ability:sabretooth1:passive,sabretooth1,passive,Passive,101900401,Healing Factor,1,Self,when HP is below 99 % | 50 % chance when attacking,icon_sabertooth_skill04,1,https://thanosvibs.money/api/characters/sabretooth1/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Uncanny Avengers"",""baseCharacter"":false,""sourceSkillId"":""101900401""}"
appearance-ability:sabretooth1:tier-2-passive,sabretooth1,passive,Tier-2 Passive,101907001,Claw Cut,0,,,icon_sabertooth_skill70,2,https://thanosvibs.money/api/characters/sabretooth1/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Uncanny Avengers"",""baseCharacter"":false,""sourceSkillId"":""101907001""}"
appearance-ability:sabretooth1:uniform-passive,sabretooth1,uniform_effect,Uniform Passive,101905001,Uncanny Avengers,0,,,sabretooth1,3,https://thanosvibs.money/api/characters/sabretooth1/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Uncanny Avengers"",""baseCharacter"":false,""sourceSkillId"":""101905001""}"
appearance-ability:sabretooth2:leader-skill,sabretooth2,leader,Leader Skill,101902006,Familiar Pain,0,All Allies,,icon_sabertooth_skill20,0,https://thanosvibs.money/api/characters/sabretooth2/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Ultimate"",""baseCharacter"":false,""sourceSkillId"":""101902006""}"
appearance-ability:sabretooth2:passive,sabretooth2,passive,Passive,101900401,Healing Factor,1,Self,when HP is below 99 % | 50 % chance when attacking,icon_sabertooth_skill04,1,https://thanosvibs.money/api/characters/sabretooth2/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Ultimate"",""baseCharacter"":false,""sourceSkillId"":""101900401""}"
appearance-ability:sabretooth2:tier-2-passive,sabretooth2,passive,Tier-2 Passive,101907001,Claw Cut,0,,,icon_sabertooth_skill70,2,https://thanosvibs.money/api/characters/sabretooth2/skills,"{""character"":""Sabretooth"",""characterId"":""sabretooth"",""uniform"":""Ultimate"",""baseCharacter"":false,""sourceSkillId"":""101907001""}"
